subj,trial,item,count,n,prob
49,6,baseline,1,4,0.25
49,6,repeated,3,4,0.75
49,7,baseline,1,1,1
49,7,baseline-foil,0,1,0
49,8,baseline,1,1,1
49,8,baseline-foil,0,1,0
49,9,short,4,4,1
49,9,short-foil,0,4,0
49,10,single,6,6,1
49,10,single-foil,0,6,0
49,11,baseline-foil,3,4,0.75
49,11,short-foil,1,4,0.25
49,12,baseline,2,4,0.5
49,12,short,2,4,0.5
49,13,baseline,2,4,0.5
49,13,single,2,4,0.5
50,1,related-late,0,3,0
50,1,related-early,3,3,1
50,2,baseline,0,2,0
50,2,related,2,2,1
50,3,baseline,0,2,0
50,3,related,2,2,1
50,4,repeated,1,1,1
50,4,related,0,1,0
50,5,repeated,1,1,1
50,5,related,0,1,0
50,6,baseline,3,4,0.75
50,6,repeated,1,4,0.25
50,7,baseline,1,1,1
50,7,baseline-foil,0,1,0
50,8,baseline,1,1,1
50,8,baseline-foil,0,1,0
50,9,short,4,4,1
50,9,short-foil,0,4,0
50,10,single,6,6,1
50,10,single-foil,0,6,0
50,11,baseline-foil,3,4,0.75
50,11,short-foil,1,4,0.25
50,12,baseline,2,4,0.5
50,12,short,2,4,0.5
50,13,baseline,0,4,0
50,13,single,4,4,1
53,1,related-late,2,3,0.667
53,1,related-early,1,3,0.333
53,2,baseline,1,2,0.5
53,2,related,1,2,0.5
53,3,baseline,1,2,0.5
53,3,related,1,2,0.5
53,4,repeated,0,1,0
53,4,related,1,1,1
53,5,repeated,1,1,1
53,5,related,0,1,0
53,6,baseline,0,4,0
53,6,repeated,4,4,1
53,7,baseline,1,1,1
53,7,baseline-foil,0,1,0
53,8,baseline,1,1,1
53,8,baseline-foil,0,1,0
53,9,short,4,4,1
53,9,short-foil,0,4,0
53,10,single,6,6,1
53,10,single-foil,0,6,0
53,11,baseline-foil,2,4,0.5
53,11,short-foil,2,4,0.5
53,12,baseline,2,4,0.5
53,12,short,2,4,0.5
53,13,baseline,2,4,0.5
53,13,single,2,4,0.5
54,1,related-late,3,3,1
54,1,related-early,0,3,0
54,2,baseline,0,2,0
54,2,related,2,2,1
54,3,baseline,0,2,0
54,3,related,2,2,1
54,4,repeated,0,1,0
54,4,related,1,1,1
54,5,repeated,0,1,0
54,5,related,1,1,1
54,6,baseline,2,4,0.5
54,6,repeated,2,4,0.5
54,7,baseline,0,1,0
54,7,baseline-foil,1,1,1
54,8,baseline,1,1,1
54,8,baseline-foil,0,1,0
54,9,short,4,4,1
54,9,short-foil,0,4,0
54,10,single,5,6,0.833
54,10,single-foil,1,6,0.167
54,11,baseline-foil,1,4,0.25
54,11,short-foil,3,4,0.75
54,12,baseline,1,4,0.25
54,12,short,3,4,0.75
54,13,baseline,1,4,0.25
54,13,single,3,4,0.75
56,1,related-late,2,3,0.667
56,1,related-early,1,3,0.333
56,2,baseline,0,2,0
56,2,related,2,2,1
56,3,baseline,1,2,0.5
56,3,related,1,2,0.5
56,4,repeated,0,1,0
56,4,related,1,1,1
56,5,repeated,1,1,1
56,5,related,0,1,0
56,6,baseline,2,4,0.5
56,6,repeated,2,4,0.5
56,7,baseline,0,1,0
56,7,baseline-foil,1,1,1
56,8,baseline,1,1,1
56,8,baseline-foil,0,1,0
56,9,short,2,4,0.5
56,9,short-foil,2,4,0.5
56,10,single,5,6,0.833
56,10,single-foil,1,6,0.167
56,11,baseline-foil,4,4,1
56,11,short-foil,0,4,0
56,12,baseline,1,4,0.25
56,12,short,3,4,0.75
56,13,baseline,3,4,0.75
56,13,single,1,4,0.25
58,1,related-late,2,3,0.667
58,1,related-early,1,3,0.333
58,2,baseline,1,2,0.5
58,2,related,1,2,0.5
58,3,baseline,0,2,0
58,3,related,2,2,1
58,4,repeated,1,1,1
58,4,related,0,1,0
58,5,repeated,1,1,1
58,5,related,0,1,0
58,6,baseline,2,4,0.5
58,6,repeated,2,4,0.5
58,7,baseline,0,1,0
58,7,baseline-foil,1,1,1
58,8,baseline,1,1,1
58,8,baseline-foil,0,1,0
58,9,short,1,4,0.25
58,9,short-foil,3,4,0.75
58,10,single,4,6,0.667
58,10,single-foil,2,6,0.333
58,11,baseline-foil,1,4,0.25
58,11,short-foil,3,4,0.75
58,12,baseline,2,4,0.5
58,12,short,2,4,0.5
58,13,baseline,3,4,0.75
58,13,single,1,4,0.25
59,1,related-late,3,3,1
59,1,related-early,0,3,0
59,2,baseline,0,2,0
59,2,related,2,2,1
59,3,baseline,1,2,0.5
59,3,related,1,2,0.5
59,4,repeated,0,1,0
59,4,related,1,1,1
59,5,repeated,1,1,1
59,5,related,0,1,0
59,6,baseline,1,4,0.25
59,6,repeated,3,4,0.75
59,7,baseline,1,1,1
59,7,baseline-foil,0,1,0
59,8,baseline,0,1,0
59,8,baseline-foil,1,1,1
59,9,short,4,4,1
59,9,short-foil,0,4,0
59,10,single,5,6,0.833
59,10,single-foil,1,6,0.167
59,11,baseline-foil,1,4,0.25
59,11,short-foil,3,4,0.75
59,12,baseline,3,4,0.75
59,12,short,1,4,0.25
59,13,baseline,3,4,0.75
59,13,single,1,4,0.25
61,1,related-late,2,3,0.667
61,1,related-early,1,3,0.333
61,2,baseline,0,2,0
61,2,related,2,2,1
61,3,baseline,2,2,1
61,3,related,0,2,0
61,4,repeated,1,1,1
61,4,related,0,1,0
61,5,repeated,0,1,0
61,5,related,1,1,1
61,6,baseline,2,4,0.5
61,6,repeated,2,4,0.5
61,7,baseline,1,1,1
61,7,baseline-foil,0,1,0
61,8,baseline,1,1,1
61,8,baseline-foil,0,1,0
61,9,short,3,4,0.75
61,9,short-foil,1,4,0.25
61,10,single,6,6,1
61,10,single-foil,0,6,0
61,11,baseline-foil,0,4,0
61,11,short-foil,4,4,1
61,12,baseline,1,4,0.25
61,12,short,3,4,0.75
61,13,baseline,0,4,0
61,13,single,4,4,1
62,1,related-late,1,3,0.333
62,1,related-early,2,3,0.667
62,2,baseline,1,2,0.5
62,2,related,1,2,0.5
62,3,baseline,1,2,0.5
62,3,related,1,2,0.5
62,4,repeated,0,1,0
62,4,related,1,1,1
62,5,repeated,1,1,1
62,5,related,0,1,0
62,6,baseline,2,4,0.5
62,6,repeated,2,4,0.5
62,7,baseline,1,1,1
62,7,baseline-foil,0,1,0
62,8,baseline,0,1,0
62,8,baseline-foil,1,1,1
62,9,short,2,4,0.5
62,9,short-foil,2,4,0.5
62,10,single,5,6,0.833
62,10,single-foil,1,6,0.167
62,11,baseline-foil,2,4,0.5
62,11,short-foil,2,4,0.5
62,12,baseline,2,4,0.5
62,12,short,2,4,0.5
62,13,baseline,1,4,0.25
62,13,single,3,4,0.75
64,1,related-late,1,3,0.333
64,1,related-early,2,3,0.667
64,2,baseline,1,2,0.5
64,2,related,1,2,0.5
64,3,baseline,1,2,0.5
64,3,related,1,2,0.5
64,4,repeated,0,1,0
64,4,related,1,1,1
64,5,repeated,1,1,1
64,5,related,0,1,0
64,6,baseline,1,4,0.25
64,6,repeated,3,4,0.75
64,7,baseline,1,1,1
64,7,baseline-foil,0,1,0
64,8,baseline,1,1,1
64,8,baseline-foil,0,1,0
64,9,short,3,4,0.75
64,9,short-foil,1,4,0.25
64,10,single,3,6,0.5
64,10,single-foil,3,6,0.5
64,11,baseline-foil,2,4,0.5
64,11,short-foil,2,4,0.5
64,12,baseline,3,4,0.75
64,12,short,1,4,0.25
64,13,baseline,1,4,0.25
64,13,single,3,4,0.75
65,1,related-late,1,3,0.333
65,1,related-early,2,3,0.667
65,2,baseline,0,2,0
65,2,related,2,2,1
65,3,baseline,2,2,1
65,3,related,0,2,0
65,4,repeated,1,1,1
65,4,related,0,1,0
65,5,repeated,1,1,1
65,5,related,0,1,0
65,6,baseline,2,4,0.5
65,6,repeated,2,4,0.5
65,7,baseline,1,1,1
65,7,baseline-foil,0,1,0
65,8,baseline,0,1,0
65,8,baseline-foil,1,1,1
65,9,short,3,4,0.75
65,9,short-foil,1,4,0.25
65,10,single,5,6,0.833
65,10,single-foil,1,6,0.167
65,11,baseline-foil,1,4,0.25
65,11,short-foil,3,4,0.75
65,12,baseline,1,4,0.25
65,12,short,3,4,0.75
65,13,baseline,3,4,0.75
65,13,single,1,4,0.25
67,1,related-late,1,3,0.333
67,1,related-early,2,3,0.667
67,2,baseline,1,2,0.5
67,2,related,1,2,0.5
67,3,baseline,1,2,0.5
67,3,related,1,2,0.5
67,4,repeated,1,1,1
67,4,related,0,1,0
67,5,repeated,0,1,0
67,5,related,1,1,1
67,6,baseline,2,4,0.5
67,6,repeated,2,4,0.5
67,7,baseline,0,1,0
67,7,baseline-foil,1,1,1
67,8,baseline,0,1,0
67,8,baseline-foil,1,1,1
67,9,short,4,4,1
67,9,short-foil,0,4,0
67,10,single,3,6,0.5
67,10,single-foil,3,6,0.5
67,11,baseline-foil,1,4,0.25
67,11,short-foil,3,4,0.75
67,12,baseline,0,4,0
67,12,short,4,4,1
67,13,baseline,2,4,0.5
67,13,single,2,4,0.5
68,1,related-late,2,3,0.667
68,1,related-early,1,3,0.333
68,2,baseline,2,2,1
68,2,related,0,2,0
68,3,baseline,0,2,0
68,3,related,2,2,1
68,4,repeated,0,1,0
68,4,related,1,1,1
68,5,repeated,0,1,0
68,5,related,1,1,1
68,6,baseline,3,4,0.75
68,6,repeated,1,4,0.25
68,7,baseline,1,1,1
68,7,baseline-foil,0,1,0
68,8,baseline,0,1,0
68,8,baseline-foil,1,1,1
68,9,short,3,4,0.75
68,9,short-foil,1,4,0.25
68,10,single,2,6,0.333
68,10,single-foil,4,6,0.667
68,11,baseline-foil,2,4,0.5
68,11,short-foil,2,4,0.5
68,12,baseline,3,4,0.75
68,12,short,1,4,0.25
68,13,baseline,4,4,1
68,13,single,0,4,0
69,1,related-late,3,3,1
69,1,related-early,0,3,0
69,2,baseline,0,2,0
69,2,related,2,2,1
69,3,baseline,2,2,1
69,3,related,0,2,0
69,4,repeated,1,1,1
69,4,related,0,1,0
69,5,repeated,1,1,1
69,5,related,0,1,0
69,6,baseline,3,4,0.75
69,6,repeated,1,4,0.25
69,7,baseline,0,1,0
69,7,baseline-foil,1,1,1
69,8,baseline,1,1,1
69,8,baseline-foil,0,1,0
69,9,short,2,4,0.5
69,9,short-foil,2,4,0.5
69,10,single,6,6,1
69,10,single-foil,0,6,0
69,11,baseline-foil,3,4,0.75
69,11,short-foil,1,4,0.25
69,12,baseline,3,4,0.75
69,12,short,1,4,0.25
69,13,baseline,1,4,0.25
69,13,single,3,4,0.75
70,1,related-late,1,3,0.333
70,1,related-early,2,3,0.667
70,2,baseline,1,2,0.5
70,2,related,1,2,0.5
70,3,baseline,1,2,0.5
70,3,related,1,2,0.5
70,4,repeated,0,1,0
70,4,related,1,1,1
70,5,repeated,1,1,1
70,5,related,0,1,0
70,6,baseline,1,4,0.25
70,6,repeated,3,4,0.75
70,7,baseline,1,1,1
70,7,baseline-foil,0,1,0
70,8,baseline,0,1,0
70,8,baseline-foil,1,1,1
70,9,short,2,4,0.5
70,9,short-foil,2,4,0.5
70,10,single,5,6,0.833
70,10,single-foil,1,6,0.167
70,11,baseline-foil,2,4,0.5
70,11,short-foil,2,4,0.5
70,12,baseline,2,4,0.5
70,12,short,2,4,0.5
70,13,baseline,1,4,0.25
70,13,single,3,4,0.75
72,1,related-late,0,3,0
72,1,related-early,3,3,1
72,2,baseline,1,2,0.5
72,2,related,1,2,0.5
72,3,baseline,1,2,0.5
72,3,related,1,2,0.5
72,4,repeated,0,1,0
72,4,related,1,1,1
72,5,repeated,0,1,0
72,5,related,1,1,1
72,6,baseline,3,4,0.75
72,6,repeated,1,4,0.25
72,7,baseline,1,1,1
72,7,baseline-foil,0,1,0
72,8,baseline,1,1,1
72,8,baseline-foil,0,1,0
72,9,short,2,4,0.5
72,9,short-foil,2,4,0.5
72,10,single,4,6,0.667
72,10,single-foil,2,6,0.333
