subj,condition,trial,stimulus,count,proportion
90,study,6.1,single,4,1
90,study,6.1,long,0,0
90,study,6.2,long,7,0.7
90,study,6.2,long-foil,3,0.3
93,study,1.1,related,2,1
93,study,1.1,prac,0,0
93,study,1.2,A-end,2,0.666666667
93,study,1.2,A-start,1,0.333333333
93,study,2.1,long,1,0.5
93,study,2.1,long-foil,1,0.5
93,study,2.2,short,2,0.5
93,study,2.2,short-foil,2,0.5
93,study,2.3,long-list,1,0.25
93,study,2.3,short-list,3,0.75
93,study,2.4,long-foil,4,1
93,study,2.4,short-foil,0,0
93,study,3.1,baseline,1,0.25
93,study,3.1,prac,3,0.75
93,study,3.2,related,2,1
93,study,3.2,baseline,0,0
93,study,3.3,related,2,1
93,study,3.3,baseline,0,0
93,study,4,single,6,1
93,study,4,single-foil,0,0
93,study,5,buffer,4,0.8
93,study,5,buffer-foil,1,0.2
93,study,6.1,long,3,0.75
93,study,6.1,single,1,0.25
93,study,6.2,long,5,0.5
93,study,6.2,long-foil,5,0.5
97,study,1.1,prac,2,1
97,study,1.1,related,0,0
97,study,1.2,A-end,1,0.333333333
97,study,1.2,A-start,2,0.666666667
97,study,2.1,long,1,0.5
97,study,2.1,long-foil,1,0.5
97,study,2.2,short,1,0.25
97,study,2.2,short-foil,3,0.75
97,study,2.3,long-list,4,1
97,study,2.3,short-list,0,0
97,study,2.4,long-foil,4,1
97,study,2.4,short-foil,0,0
97,study,3.1,baseline,3,0.75
97,study,3.1,prac,1,0.25
97,study,3.2,baseline,1,0.5
97,study,3.2,related,1,0.5
97,study,3.3,baseline,1,0.5
97,study,3.3,related,1,0.5
97,study,4,single,5,0.833333333
97,study,4,single-foil,1,0.166666667
97,study,5,buffer,4,0.8
97,study,5,buffer-foil,1,0.2
97,study,6.1,long,3,0.75
97,study,6.1,single,1,0.25
97,study,6.2,long,8,0.8
97,study,6.2,long-foil,2,0.2
98,study,1.1,prac,2,1
98,study,1.1,related,0,0
98,study,1.2,A-end,2,0.666666667
98,study,1.2,A-start,1,0.333333333
98,study,2.1,long,2,1
98,study,2.1,long-foil,0,0
98,study,2.2,short,3,0.75
98,study,2.2,short-foil,1,0.25
98,study,2.3,long-list,4,1
98,study,2.3,short-list,0,0
98,study,2.4,long-foil,1,0.25
98,study,2.4,short-foil,3,0.75
98,study,3.1,baseline,1,0.25
98,study,3.1,prac,3,0.75
98,study,3.2,baseline,2,1
98,study,3.2,related,0,0
98,study,3.3,baseline,2,1
98,study,3.3,related,0,0
98,study,4,single,5,0.833333333
98,study,4,single-foil,1,0.166666667
98,study,5,buffer,5,1
98,study,5,buffer-foil,0,0
98,study,6.1,single,4,1
98,study,6.1,long,0,0
98,study,6.2,long,8,0.8
98,study,6.2,long-foil,2,0.2
99,study,1.1,prac,1,0.5
99,study,1.1,related,1,0.5
99,study,1.2,A-end,2,0.666666667
99,study,1.2,A-start,1,0.333333333
99,study,2.1,long,2,1
99,study,2.1,long-foil,0,0
99,study,2.2,short,2,0.5
99,study,2.2,short-foil,2,0.5
99,study,2.3,long-list,3,0.75
99,study,2.3,short-list,1,0.25
99,study,2.4,long-foil,1,0.25
99,study,2.4,short-foil,3,0.75
99,study,3.1,baseline,1,0.25
99,study,3.1,prac,3,0.75
99,study,3.2,baseline,2,1
99,study,3.2,related,0,0
99,study,3.3,baseline,2,1
99,study,3.3,related,0,0
99,study,4,single,5,0.833333333
99,study,4,single-foil,1,0.166666667
99,study,5,buffer,2,0.4
99,study,5,buffer-foil,3,0.6
99,study,6.1,long,3,0.75
99,study,6.1,single,1,0.25
99,study,6.2,long,6,0.6
99,study,6.2,long-foil,4,0.4
100,study,1.1,prac,1,0.5
100,study,1.1,related,1,0.5
100,study,1.2,A-end,2,0.666666667
100,study,1.2,A-start,1,0.333333333
100,study,2.1,long,2,1
100,study,2.1,long-foil,0,0
100,study,2.2,short,3,0.75
100,study,2.2,short-foil,1,0.25
100,study,2.3,long-list,2,0.5
100,study,2.3,short-list,2,0.5
100,study,2.4,long-foil,1,0.25
100,study,2.4,short-foil,3,0.75
100,study,3.1,baseline,3,0.75
100,study,3.1,prac,1,0.25
100,study,3.2,baseline,2,1
100,study,3.2,related,0,0
100,study,3.3,related,2,1
100,study,3.3,baseline,0,0
100,study,4,single,5,0.833333333
100,study,4,single-foil,1,0.166666667
100,study,5,buffer,5,1
100,study,5,buffer-foil,0,0
100,study,6.1,long,1,0.25
100,study,6.1,single,3,0.75
100,study,6.2,long,10,1
100,study,6.2,long-foil,0,0
101,study,1.1,prac,1,0.5
101,study,1.1,related,1,0.5
101,study,1.2,A-end,2,0.666666667
101,study,1.2,A-start,1,0.333333333
101,study,2.1,long,2,1
101,study,2.1,long-foil,0,0
101,study,2.2,short,4,1
101,study,2.2,short-foil,0,0
101,study,2.3,long-list,1,0.25
101,study,2.3,short-list,3,0.75
101,study,2.4,long-foil,2,0.5
101,study,2.4,short-foil,2,0.5
101,study,3.1,baseline,2,0.5
101,study,3.1,prac,2,0.5
101,study,3.2,baseline,1,0.5
101,study,3.2,related,1,0.5
101,study,3.3,related,2,1
101,study,3.3,baseline,0,0
101,study,4,single,6,1
101,study,4,single-foil,0,0
101,study,5,buffer,4,0.8
101,study,5,buffer-foil,1,0.2
101,study,6.1,long,1,0.25
101,study,6.1,single,3,0.75
101,study,6.2,long,9,0.9
101,study,6.2,long-foil,1,0.1
103,study,1.1,prac,1,0.5
103,study,1.1,related,1,0.5
103,study,1.2,A-end,2,0.666666667
103,study,1.2,A-start,1,0.333333333
103,study,2.1,long,2,1
103,study,2.1,long-foil,0,0
103,study,2.2,short,4,1
103,study,2.2,short-foil,0,0
103,study,2.3,long-list,3,0.75
103,study,2.3,short-list,1,0.25
103,study,2.4,long-foil,2,0.5
103,study,2.4,short-foil,2,0.5
103,study,3.1,baseline,1,0.25
103,study,3.1,prac,3,0.75
103,study,3.2,baseline,1,0.5
103,study,3.2,related,1,0.5
103,study,3.3,related,2,1
103,study,3.3,baseline,0,0
103,study,4,single,4,0.666666667
103,study,4,single-foil,2,0.333333333
103,study,5,buffer,4,0.8
103,study,5,buffer-foil,1,0.2
103,study,6.1,long,2,0.5
103,study,6.1,single,2,0.5
103,study,6.2,long,6,0.6
103,study,6.2,long-foil,4,0.4
106,study,1.1,prac,1,0.5
106,study,1.1,related,1,0.5
106,study,1.2,A-end,1,0.333333333
106,study,1.2,A-start,2,0.666666667
106,study,2.1,long-foil,2,1
106,study,2.1,long,0,0
106,study,2.2,short,3,0.75
106,study,2.2,short-foil,1,0.25
106,study,2.3,long-list,4,1
106,study,2.3,short-list,0,0
106,study,2.4,long-foil,1,0.25
106,study,2.4,short-foil,3,0.75
106,study,3.1,baseline,2,0.5
106,study,3.1,prac,2,0.5
106,study,3.2,baseline,1,0.5
106,study,3.2,related,1,0.5
106,study,3.3,baseline,1,0.5
106,study,3.3,related,1,0.5
106,study,4,single,2,0.333333333
106,study,4,single-foil,4,0.666666667
106,study,5,buffer,5,1
106,study,5,buffer-foil,0,0
106,study,6.1,long,3,0.75
106,study,6.1,single,1,0.25
106,study,6.2,long,6,0.6
106,study,6.2,long-foil,4,0.4
108,study,1.1,prac,1,0.5
108,study,1.1,related,1,0.5
108,study,1.2,A-end,1,0.333333333
108,study,1.2,A-start,2,0.666666667
108,study,2.1,long,2,1
108,study,2.1,long-foil,0,0
108,study,2.2,short,2,0.5
108,study,2.2,short-foil,2,0.5
108,study,2.3,long-list,1,0.25
108,study,2.3,short-list,3,0.75
108,study,2.4,long-foil,1,0.25
108,study,2.4,short-foil,3,0.75
108,study,3.1,baseline,2,0.5
108,study,3.1,prac,2,0.5
108,study,3.2,baseline,2,1
108,study,3.2,related,0,0
108,study,3.3,baseline,1,0.5
108,study,3.3,related,1,0.5
108,study,4,single,6,1
108,study,4,single-foil,0,0
108,study,5,buffer,5,1
108,study,5,buffer-foil,0,0
108,study,6.1,long,3,0.75
108,study,6.1,single,1,0.25
108,study,6.2,long,9,0.9
108,study,6.2,long-foil,1,0.1
300,monitor,1.1,prac,1,0.5
300,monitor,1.1,related,1,0.5
300,monitor,1.2,A-start,3,1
300,monitor,1.2,A-end,0,0
300,monitor,2.1,long,1,0.5
300,monitor,2.1,long-foil,1,0.5
300,monitor,2.2,short,3,0.75
300,monitor,2.2,short-foil,1,0.25
300,monitor,2.3,long-list,2,0.5
300,monitor,2.3,short-list,2,0.5
300,monitor,2.4,long-foil,3,0.75
300,monitor,2.4,short-foil,1,0.25
300,monitor,3.1,baseline,2,0.5
300,monitor,3.1,prac,2,0.5
300,monitor,3.2,baseline,1,0.5
300,monitor,3.2,related,1,0.5
300,monitor,3.3,related,2,1
300,monitor,3.3,baseline,0,0
300,monitor,4,single,5,0.833333333
300,monitor,4,single-foil,1,0.166666667
300,monitor,5,buffer,5,1
300,monitor,5,buffer-foil,0,0
300,monitor,6.1,long,1,0.25
300,monitor,6.1,single,3,0.75
300,monitor,6.2,long,9,0.9
300,monitor,6.2,long-foil,1,0.1
301,monitor,1.1,prac,1,0.5
301,monitor,1.1,related,1,0.5
301,monitor,1.2,A-end,1,0.333333333
301,monitor,1.2,A-start,2,0.666666667
301,monitor,2.1,long,1,0.5
301,monitor,2.1,long-foil,1,0.5
301,monitor,2.2,short,3,0.75
301,monitor,2.2,short-foil,1,0.25
301,monitor,2.3,long-list,3,0.75
301,monitor,2.3,short-list,1,0.25
301,monitor,2.4,short-foil,4,1
301,monitor,2.4,long-foil,0,0
301,monitor,3.1,baseline,2,0.5
301,monitor,3.1,prac,2,0.5
301,monitor,3.2,baseline,2,1
301,monitor,3.2,related,0,0
301,monitor,3.3,related,2,1
301,monitor,3.3,baseline,0,0
301,monitor,4,single,4,0.666666667
301,monitor,4,single-foil,2,0.333333333
301,monitor,5,buffer,5,1
301,monitor,5,buffer-foil,0,0
301,monitor,6.1,long,3,0.75
301,monitor,6.1,single,1,0.25
301,monitor,6.2,long,6,0.6
301,monitor,6.2,long-foil,4,0.4
302,monitor,1.1,prac,2,1
302,monitor,1.1,related,0,0
302,monitor,1.2,A-end,2,0.666666667
302,monitor,1.2,A-start,1,0.333333333
302,monitor,2.1,long,1,0.5
302,monitor,2.1,long-foil,1,0.5
302,monitor,2.2,short,3,0.75
302,monitor,2.2,short-foil,1,0.25
302,monitor,2.3,short-list,4,1
302,monitor,2.3,long-list,0,0
302,monitor,2.4,short-foil,4,1
302,monitor,2.4,long-foil,0,0
302,monitor,3.1,prac,4,1
302,monitor,3.1,baseline,0,0
302,monitor,3.2,related,2,1
302,monitor,3.2,baseline,0,0
302,monitor,3.3,baseline,1,0.5
302,monitor,3.3,related,1,0.5
302,monitor,4,single,3,0.5
302,monitor,4,single-foil,3,0.5
302,monitor,5,buffer,4,0.8
302,monitor,5,buffer-foil,1,0.2
302,monitor,6.1,long,2,0.5
302,monitor,6.1,single,2,0.5
302,monitor,6.2,long,5,0.5
302,monitor,6.2,long-foil,5,0.5
304,monitor,1.1,prac,1,0.5
304,monitor,1.1,related,1,0.5
304,monitor,1.2,A-end,2,0.666666667
304,monitor,1.2,A-start,1,0.333333333
304,monitor,2.1,long,1,0.5
304,monitor,2.1,long-foil,1,0.5
304,monitor,2.2,short,2,0.5
304,monitor,2.2,short-foil,2,0.5
304,monitor,2.3,long-list,2,0.5
304,monitor,2.3,short-list,2,0.5
304,monitor,2.4,long-foil,2,0.5
304,monitor,2.4,short-foil,2,0.5
304,monitor,3.1,prac,4,1
304,monitor,3.1,baseline,0,0
304,monitor,3.2,related,2,1
304,monitor,3.2,baseline,0,0
304,monitor,3.3,baseline,1,0.5
304,monitor,3.3,related,1,0.5
304,monitor,4,single,6,1
304,monitor,4,single-foil,0,0
304,monitor,5,buffer,5,1
304,monitor,5,buffer-foil,0,0
304,monitor,6.1,long,2,0.5
304,monitor,6.1,single,2,0.5
304,monitor,6.2,long,8,0.8
304,monitor,6.2,long-foil,2,0.2
306,monitor,1.1,prac,1,0.5
306,monitor,1.1,related,1,0.5
306,monitor,1.2,A-end,2,0.666666667
306,monitor,1.2,A-start,1,0.333333333
306,monitor,2.1,long,1,0.5
306,monitor,2.1,long-foil,1,0.5
306,monitor,2.2,short,2,0.5
306,monitor,2.2,short-foil,2,0.5
306,monitor,2.3,long-list,2,0.5
306,monitor,2.3,short-list,2,0.5
306,monitor,2.4,long-foil,1,0.25
306,monitor,2.4,short-foil,3,0.75
306,monitor,3.1,baseline,1,0.25
306,monitor,3.1,prac,3,0.75
306,monitor,3.2,baseline,1,0.5
306,monitor,3.2,related,1,0.5
306,monitor,3.3,related,2,1
306,monitor,3.3,baseline,0,0
306,monitor,4,single,6,1
306,monitor,4,single-foil,0,0
306,monitor,5,buffer,5,1
306,monitor,5,buffer-foil,0,0
306,monitor,6.1,long,1,0.25
306,monitor,6.1,single,3,0.75
306,monitor,6.2,long,9,0.9
306,monitor,6.2,long-foil,1,0.1
308,monitor,1.1,related,2,1
308,monitor,1.1,prac,0,0
308,monitor,1.2,A-end,3,1
308,monitor,1.2,A-start,0,0
308,monitor,2.1,long,1,0.5
308,monitor,2.1,long-foil,1,0.5
308,monitor,2.2,short,1,0.25
308,monitor,2.2,short-foil,3,0.75
308,monitor,2.3,long-list,1,0.25
308,monitor,2.3,short-list,3,0.75
308,monitor,2.4,long-foil,1,0.25
308,monitor,2.4,short-foil,3,0.75
308,monitor,3.1,baseline,1,0.25
308,monitor,3.1,prac,3,0.75
308,monitor,3.2,baseline,1,0.5
308,monitor,3.2,related,1,0.5
308,monitor,3.3,baseline,1,0.5
308,monitor,3.3,related,1,0.5
308,monitor,4,single,6,1
308,monitor,4,single-foil,0,0
308,monitor,5,buffer,3,0.6
308,monitor,5,buffer-foil,2,0.4
308,monitor,6.1,long,2,0.5
308,monitor,6.1,single,2,0.5
308,monitor,6.2,long,9,0.9
308,monitor,6.2,long-foil,1,0.1
309,monitor,1.1,prac,1,0.5
309,monitor,1.1,related,1,0.5
309,monitor,1.2,A-end,1,0.333333333
309,monitor,1.2,A-start,2,0.666666667
309,monitor,2.1,long,2,1
309,monitor,2.1,long-foil,0,0
309,monitor,2.2,short,4,1
309,monitor,2.2,short-foil,0,0
309,monitor,2.3,long-list,4,1
309,monitor,2.3,short-list,0,0
309,monitor,2.4,long-foil,4,1
309,monitor,2.4,short-foil,0,0
309,monitor,3.1,baseline,2,0.5
309,monitor,3.1,prac,2,0.5
309,monitor,3.2,baseline,1,0.5
309,monitor,3.2,related,1,0.5
309,monitor,3.3,related,2,1
309,monitor,3.3,baseline,0,0
309,monitor,4,single,6,1
309,monitor,4,single-foil,0,0
309,monitor,5,buffer,3,0.6
309,monitor,5,buffer-foil,2,0.4
309,monitor,6.1,long,3,0.75
309,monitor,6.1,single,1,0.25
309,monitor,6.2,long,7,0.7
309,monitor,6.2,long-foil,3,0.3
310,monitor,1.1,prac,2,1
310,monitor,1.1,related,0,0
310,monitor,1.2,A-end,3,1
310,monitor,1.2,A-start,0,0
310,monitor,2.1,long,2,1
310,monitor,2.1,long-foil,0,0
310,monitor,2.2,short,4,1
310,monitor,2.2,short-foil,0,0
310,monitor,2.3,long-list,3,0.75
310,monitor,2.3,short-list,1,0.25
310,monitor,2.4,short-foil,4,1
310,monitor,2.4,long-foil,0,0
310,monitor,3.1,baseline,2,0.5
310,monitor,3.1,prac,2,0.5
310,monitor,3.2,related,2,1
310,monitor,3.2,baseline,0,0
310,monitor,3.3,baseline,2,1
310,monitor,3.3,related,0,0
310,monitor,4,single,5,0.833333333
310,monitor,4,single-foil,1,0.166666667
310,monitor,5,buffer,3,0.6
310,monitor,5,buffer-foil,2,0.4
310,monitor,6.1,long,2,0.5
310,monitor,6.1,single,2,0.5
310,monitor,6.2,long,8,0.8
310,monitor,6.2,long-foil,2,0.2
313,monitor,1.1,related,2,1
313,monitor,1.1,prac,0,0
313,monitor,1.2,A-end,2,0.666666667
313,monitor,1.2,A-start,1,0.333333333
313,monitor,2.1,long,2,1
313,monitor,2.1,long-foil,0,0
313,monitor,2.2,short,3,0.75
313,monitor,2.2,short-foil,1,0.25
313,monitor,2.3,long-list,2,0.5
313,monitor,2.3,short-list,2,0.5
313,monitor,2.4,long-foil,1,0.25
313,monitor,2.4,short-foil,3,0.75
313,monitor,3.1,baseline,1,0.25
313,monitor,3.1,prac,3,0.75
313,monitor,3.2,baseline,1,0.5
313,monitor,3.2,related,1,0.5
313,monitor,3.3,baseline,2,1
313,monitor,3.3,related,0,0
313,monitor,4,single,6,1
313,monitor,4,single-foil,0,0
313,monitor,5,buffer,5,1
313,monitor,5,buffer-foil,0,0
313,monitor,6.1,long,2,0.5
313,monitor,6.1,single,2,0.5
313,monitor,6.2,long,8,0.8
313,monitor,6.2,long-foil,2,0.2
314,monitor,1.1,prac,1,0.5
314,monitor,1.1,related,1,0.5
314,monitor,1.2,A-end,2,0.666666667
314,monitor,1.2,A-start,1,0.333333333
314,monitor,2.1,long,2,1
314,monitor,2.1,long-foil,0,0
314,monitor,2.2,short,4,1
314,monitor,2.2,short-foil,0,0
314,monitor,2.3,long-list,2,0.5
314,monitor,2.3,short-list,2,0.5
314,monitor,2.4,long-foil,3,0.75
314,monitor,2.4,short-foil,1,0.25
314,monitor,3.1,baseline,1,0.25
314,monitor,3.1,prac,3,0.75
314,monitor,3.2,related,2,1
314,monitor,3.2,baseline,0,0
314,monitor,3.3,baseline,1,0.5
314,monitor,3.3,related,1,0.5
314,monitor,4,single,6,1
314,monitor,4,single-foil,0,0
314,monitor,5,buffer,5,1
314,monitor,5,buffer-foil,0,0
314,monitor,6.1,long,1,0.25
314,monitor,6.1,single,3,0.75
314,monitor,6.2,long,8,0.8
314,monitor,6.2,long-foil,2,0.2
316,monitor,1.1,prac,2,1
316,monitor,1.1,related,0,0
316,monitor,1.2,A-end,1,0.333333333
316,monitor,1.2,A-start,2,0.666666667
316,monitor,2.1,long,1,0.5
316,monitor,2.1,long-foil,1,0.5
316,monitor,2.2,short,3,0.75
316,monitor,2.2,short-foil,1,0.25
316,monitor,2.3,long-list,1,0.25
316,monitor,2.3,short-list,3,0.75
316,monitor,2.4,long-foil,2,0.5
316,monitor,2.4,short-foil,2,0.5
316,monitor,3.1,prac,4,1
316,monitor,3.1,baseline,0,0
316,monitor,3.2,baseline,2,1
316,monitor,3.2,related,0,0
316,monitor,3.3,related,2,1
316,monitor,3.3,baseline,0,0
316,monitor,4,single,4,0.666666667
316,monitor,4,single-foil,2,0.333333333
316,monitor,5,buffer,5,1
316,monitor,5,buffer-foil,0,0
316,monitor,6.1,long,2,0.5
316,monitor,6.1,single,2,0.5
316,monitor,6.2,long,7,0.7
316,monitor,6.2,long-foil,3,0.3
317,monitor,1.1,prac,2,1
317,monitor,1.1,related,0,0
317,monitor,1.2,A-end,1,0.333333333
317,monitor,1.2,A-start,2,0.666666667
317,monitor,2.1,long,2,1
317,monitor,2.1,long-foil,0,0
317,monitor,2.2,short,4,1
317,monitor,2.2,short-foil,0,0
317,monitor,2.3,long-list,3,0.75
317,monitor,2.3,short-list,1,0.25
317,monitor,2.4,long-foil,4,1
317,monitor,2.4,short-foil,0,0
317,monitor,3.1,baseline,1,0.25
317,monitor,3.1,prac,3,0.75
317,monitor,3.2,baseline,1,0.5
317,monitor,3.2,related,1,0.5
317,monitor,3.3,related,2,1
317,monitor,3.3,baseline,0,0
317,monitor,4,single,6,1
317,monitor,4,single-foil,0,0
317,monitor,5,buffer,5,1
317,monitor,5,buffer-foil,0,0
317,monitor,6.1,single,4,1
317,monitor,6.1,long,0,0
317,monitor,6.2,long,9,0.9
317,monitor,6.2,long-foil,1,0.1
318,monitor,1.1,prac,1,0.5
318,monitor,1.1,related,1,0.5
318,monitor,1.2,A-end,1,0.333333333
318,monitor,1.2,A-start,2,0.666666667
318,monitor,2.1,long,1,0.5
318,monitor,2.1,long-foil,1,0.5
318,monitor,2.2,short,2,0.5
318,monitor,2.2,short-foil,2,0.5
318,monitor,2.3,long-list,1,0.25
318,monitor,2.3,short-list,3,0.75
318,monitor,2.4,long-foil,3,0.75
318,monitor,2.4,short-foil,1,0.25
318,monitor,3.1,baseline,2,0.5
318,monitor,3.1,prac,2,0.5
318,monitor,3.2,baseline,1,0.5
318,monitor,3.2,related,1,0.5
318,monitor,3.3,baseline,1,0.5
318,monitor,3.3,related,1,0.5
318,monitor,4,single,3,0.5
318,monitor,4,single-foil,3,0.5
318,monitor,5,buffer,5,1
318,monitor,5,buffer-foil,0,0
318,monitor,6.1,long,1,0.25
318,monitor,6.1,single,3,0.75
318,monitor,6.2,long,5,0.5
318,monitor,6.2,long-foil,5,0.5
323,monitor,1.1,prac,2,1
323,monitor,1.1,related,0,0
323,monitor,1.2,A-end,1,0.333333333
323,monitor,1.2,A-start,2,0.666666667
323,monitor,2.1,long,1,0.5
323,monitor,2.1,long-foil,1,0.5
323,monitor,2.2,short,4,1
323,monitor,2.2,short-foil,0,0
323,monitor,2.3,long-list,2,0.5
323,monitor,2.3,short-list,2,0.5
323,monitor,2.4,long-foil,2,0.5
323,monitor,2.4,short-foil,2,0.5
323,monitor,3.1,prac,4,1
323,monitor,3.1,baseline,0,0
323,monitor,3.2,baseline,1,0.5
323,monitor,3.2,related,1,0.5
323,monitor,3.3,baseline,1,0.5
323,monitor,3.3,related,1,0.5
323,monitor,4,single,6,1
323,monitor,4,single-foil,0,0
323,monitor,5,buffer,5,1
323,monitor,5,buffer-foil,0,0
323,monitor,6.1,long,1,0.25
323,monitor,6.1,single,3,0.75
323,monitor,6.2,long,9,0.9
323,monitor,6.2,long-foil,1,0.1
324,monitor,1.1,prac,2,1
324,monitor,1.1,related,0,0
324,monitor,1.2,A-end,1,0.333333333
324,monitor,1.2,A-start,2,0.666666667
324,monitor,2.1,long,2,1
324,monitor,2.1,long-foil,0,0
324,monitor,2.2,short,4,1
324,monitor,2.2,short-foil,0,0
324,monitor,2.3,long-list,2,0.5
324,monitor,2.3,short-list,2,0.5
324,monitor,2.4,long-foil,4,1
324,monitor,2.4,short-foil,0,0
324,monitor,3.1,prac,4,1
324,monitor,3.1,baseline,0,0
324,monitor,3.2,baseline,1,0.5
324,monitor,3.2,related,1,0.5
324,monitor,3.3,baseline,1,0.5
324,monitor,3.3,related,1,0.5
324,monitor,4,single,6,1
324,monitor,4,single-foil,0,0
324,monitor,5,buffer,4,0.8
324,monitor,5,buffer-foil,1,0.2
324,monitor,6.1,long,2,0.5
324,monitor,6.1,single,2,0.5
324,monitor,6.2,long,8,0.8
324,monitor,6.2,long-foil,2,0.2
326,monitor,1.1,prac,2,1
326,monitor,1.1,related,0,0
326,monitor,1.2,A-start,3,1
326,monitor,1.2,A-end,0,0
326,monitor,2.1,long,2,1
326,monitor,2.1,long-foil,0,0
326,monitor,2.2,short,4,1
326,monitor,2.2,short-foil,0,0
326,monitor,2.3,long-list,3,0.75
326,monitor,2.3,short-list,1,0.25
326,monitor,2.4,long-foil,1,0.25
326,monitor,2.4,short-foil,3,0.75
326,monitor,3.1,baseline,3,0.75
326,monitor,3.1,prac,1,0.25
326,monitor,3.2,related,2,1
326,monitor,3.2,baseline,0,0
326,monitor,3.3,baseline,2,1
326,monitor,3.3,related,0,0
326,monitor,4,single,5,0.833333333
326,monitor,4,single-foil,1,0.166666667
326,monitor,5,buffer,1,0.2
326,monitor,5,buffer-foil,4,0.8
326,monitor,6.1,long,1,0.25
326,monitor,6.1,single,3,0.75
326,monitor,6.2,long,4,0.4
326,monitor,6.2,long-foil,6,0.6
341,monitor,1.1,prac,2,1
341,monitor,1.1,related,0,0
341,monitor,1.2,A-end,1,0.333333333
341,monitor,1.2,A-start,2,0.666666667
341,monitor,2.1,long,1,0.5
341,monitor,2.1,long-foil,1,0.5
341,monitor,2.2,short,2,0.5
341,monitor,2.2,short-foil,2,0.5
341,monitor,2.3,long-list,1,0.25
341,monitor,2.3,short-list,3,0.75
341,monitor,2.4,long-foil,4,1
341,monitor,2.4,short-foil,0,0
341,monitor,3.1,baseline,1,0.25
341,monitor,3.1,prac,3,0.75
341,monitor,3.2,related,2,1
341,monitor,3.2,baseline,0,0
341,monitor,3.3,baseline,1,0.5
341,monitor,3.3,related,1,0.5
341,monitor,4,single,4,0.666666667
341,monitor,4,single-foil,2,0.333333333
341,monitor,5,buffer,3,0.6
341,monitor,5,buffer-foil,2,0.4
341,monitor,6.1,long,1,0.25
341,monitor,6.1,single,3,0.75
341,monitor,6.2,long,8,0.8
341,monitor,6.2,long-foil,2,0.2
343,monitor,1.1,prac,1,0.5
343,monitor,1.1,related,1,0.5
343,monitor,1.2,A-end,2,0.666666667
343,monitor,1.2,A-start,1,0.333333333
343,monitor,2.1,long,2,1
343,monitor,2.1,long-foil,0,0
343,monitor,2.2,short,3,0.75
343,monitor,2.2,short-foil,1,0.25
343,monitor,2.3,short-list,4,1
343,monitor,2.3,long-list,0,0
343,monitor,2.4,long-foil,1,0.25
343,monitor,2.4,short-foil,3,0.75
343,monitor,3.1,baseline,1,0.25
343,monitor,3.1,prac,3,0.75
343,monitor,3.2,related,2,1
343,monitor,3.2,baseline,0,0
343,monitor,3.3,baseline,1,0.5
343,monitor,3.3,related,1,0.5
343,monitor,4,single,6,1
343,monitor,4,single-foil,0,0
343,monitor,5,buffer,5,1
343,monitor,5,buffer-foil,0,0
343,monitor,6.1,long,1,0.25
343,monitor,6.1,single,3,0.75
343,monitor,6.2,long,8,0.8
343,monitor,6.2,long-foil,2,0.2
344,monitor,1.1,prac,1,0.5
344,monitor,1.1,related,1,0.5
344,monitor,1.2,A-end,1,0.333333333
344,monitor,1.2,A-start,2,0.666666667
344,monitor,2.1,long,1,0.5
344,monitor,2.1,long-foil,1,0.5
344,monitor,2.2,short,4,1
344,monitor,2.2,short-foil,0,0
344,monitor,2.3,long-list,1,0.25
344,monitor,2.3,short-list,3,0.75
344,monitor,2.4,long-foil,4,1
344,monitor,2.4,short-foil,0,0
344,monitor,3.1,baseline,1,0.25
344,monitor,3.1,prac,3,0.75
344,monitor,3.2,related,2,1
344,monitor,3.2,baseline,0,0
344,monitor,3.3,related,2,1
344,monitor,3.3,baseline,0,0
344,monitor,4,single,6,1
344,monitor,4,single-foil,0,0
344,monitor,5,buffer,5,1
344,monitor,5,buffer-foil,0,0
344,monitor,6.1,long,2,0.5
344,monitor,6.1,single,2,0.5
344,monitor,6.2,long,7,0.7
344,monitor,6.2,long-foil,3,0.3
345,monitor,1.1,prac,1,0.5
345,monitor,1.1,related,1,0.5
345,monitor,1.2,A-end,1,0.333333333
345,monitor,1.2,A-start,2,0.666666667
345,monitor,2.1,long,1,0.5
345,monitor,2.1,long-foil,1,0.5
345,monitor,2.2,short,1,0.25
345,monitor,2.2,short-foil,3,0.75
345,monitor,2.3,long-list,1,0.25
345,monitor,2.3,short-list,3,0.75
345,monitor,2.4,long-foil,1,0.25
345,monitor,2.4,short-foil,3,0.75
345,monitor,3.1,prac,4,1
345,monitor,3.1,baseline,0,0
345,monitor,3.2,baseline,1,0.5
345,monitor,3.2,related,1,0.5
345,monitor,3.3,related,2,1
345,monitor,3.3,baseline,0,0
345,monitor,4,single,3,0.5
345,monitor,4,single-foil,3,0.5
345,monitor,5,buffer,5,1
345,monitor,5,buffer-foil,0,0
345,monitor,6.1,long,1,0.25
345,monitor,6.1,single,3,0.75
345,monitor,6.2,long,7,0.7
345,monitor,6.2,long-foil,3,0.3
346,monitor,1.1,prac,2,1
346,monitor,1.1,related,0,0
346,monitor,1.2,A-end,2,0.666666667
346,monitor,1.2,A-start,1,0.333333333
346,monitor,2.1,long,2,1
346,monitor,2.1,long-foil,0,0
346,monitor,2.2,short,3,0.75
346,monitor,2.2,short-foil,1,0.25
346,monitor,2.3,long-list,2,0.5
346,monitor,2.3,short-list,2,0.5
346,monitor,2.4,long-foil,2,0.5
